Row Type,CTID,CTDL Type,CTDL Type Label,Name,Description,Life Cycle Status Type,Address,Finder ID,Identifier,In Language(s),Last Updated,Owned By/Offered By,Published By,Time Estimate(s),Occupation Code(s),Instructional Program Code(s),Delivery Type(s),Subject Webpage,Keywords,Financial Assistance,Requirements Description(s),Finder Detail Page,Registry URI,Required Credit,Estimated Cost(s),Estimated Cost Details
Addendum,ce-5c7345c3-3676-4527-a2d8-1e889e62d79c,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/human-resources-professional-payroll-practice-management | US Dollar,Cost #1 | Optional Charges
Resource,ce-7bcfaa29-9c32-45b9-9571-7702ec7aa5a3,ceterms:LearningOpportunityProfile,Learning Opportunity,"Industrial Management and Applied Engineering Technology, Bachelor of Science",Applied Engineering Technology Degree Program,Active,,15862,,English,"Jun 21, 2023 1:05 PM",Texas A&M University-Kingsville,Tri-Agency Workforce Initiative,128 weeks,"Electrical Engineering Technologists (17-3029.02) | Electromechanical Engineering Technologists (17-3029.03) | Electronics Engineering Technologists (17-3029.04) | Engineering Technicians, Except Drafters, All Other (17-3029.00) | Fuel Cell Technicians (17-3029.10) | Industrial Engineering Technologists (17-3029.05) | Manufacturing Engineering Technologists (17-3029.06) | Manufacturing Production Technicians (17-3029.09) | Mechanical Engineering Technologists (17-3029.07) | Nanotechnology Engineering Technicians (17-3029.12) | Nanotechnology Engineering Technologists (17-3029.11) | Non-Destructive Testing Specialists (17-3029.01) | Photonics Technicians (17-3029.08)",ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS (15),Blended Delivery,https://catalog.tamuk.edu/undergraduate/engineering/industrial-management-technology/industrial-management-technology-bs-certificate-business-administration,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15862,https://credentialengineregistry.org/resources/ce-7bcfaa29-9c32-45b9-9571-7702ec7aa5a3,950 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamuk.edu/undergraduate/engineering/industrial-management-technology/industrial-management-technology-bs-certificate-business-administration | US Dollar,Cost #1 | Tuition | 36374
Addendum,ce-7bcfaa29-9c32-45b9-9571-7702ec7aa5a3,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamuk.edu/undergraduate/engineering/industrial-management-technology/industrial-management-technology-bs-certificate-business-administration | US Dollar,Cost #1 | Learning Resource | 1200
Addendum,ce-7bcfaa29-9c32-45b9-9571-7702ec7aa5a3,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamuk.edu/undergraduate/engineering/industrial-management-technology/industrial-management-technology-bs-certificate-business-administration | US Dollar,Cost #1 | Optional Charges | 0.02
Resource,,ceterms:Course,Course,Teaching Reading in the Elementary Grades [reference],,Active,,267871,,,"Aug 17, 2024 3:34 AM",Texas A and M University-College Station,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/267871,,,,
Resource,ce-a5fc1bef-e1fd-4d4a-a52f-6ac1bc09bce0,ceterms:LearningOpportunityProfile,Learning Opportunity,Certified Ethical Hacker (CEH) Certification,Computer and Information Systems Security Training Program,Active,,15223,,English,"Feb 8, 2024 1:56 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,26 weeks,Information Security Analysts (15-1122.00),Computer and Information Systems Security/Information Assurance (11.1003),Online Only,https://workforcetraining.tamucc.edu,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15223,https://credentialengineregistry.org/resources/ce-a5fc1bef-e1fd-4d4a-a52f-6ac1bc09bce0,100 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://workforcetraining.tamucc.edu | US Dollar,Cost #1 | Tuition | 2895
Addendum,ce-a5fc1bef-e1fd-4d4a-a52f-6ac1bc09bce0,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://workforcetraining.tamucc.edu | US Dollar,Cost #1 | Learning Resource
Addendum,ce-a5fc1bef-e1fd-4d4a-a52f-6ac1bc09bce0,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://workforcetraining.tamucc.edu | US Dollar,Cost #1 | Optional Charges | 250
Resource,ce-c2e764ec-3a20-42fb-8920-bcfb688d0886,ceterms:LearningOpportunityProfile,Learning Opportunity,"Kinesiology and Exercise Science, Bachelor of Science",Exercise Science Degree Program,Active,,15870,,English,"Jun 21, 2023 1:11 PM",Texas A&M University-San Antonio,Tri-Agency Workforce Initiative,128 weeks,Dietitians and Nutritionists (29-1031.00),Kinesiology and Exercise Science (31.0505),Blended Delivery,https://catalog.tamusa.edu/undergraduate/education-human-development/counseling-health-kinesiology/kinesiology-exercise-science-bs,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15870,https://credentialengineregistry.org/resources/ce-c2e764ec-3a20-42fb-8920-bcfb688d0886,950 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/education-human-development/counseling-health-kinesiology/kinesiology-exercise-science-bs | US Dollar,Cost #1 | Tuition | 36374
Addendum,ce-c2e764ec-3a20-42fb-8920-bcfb688d0886,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/education-human-development/counseling-health-kinesiology/kinesiology-exercise-science-bs | US Dollar,Cost #1 | Learning Resource | 1200
Addendum,ce-c2e764ec-3a20-42fb-8920-bcfb688d0886,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/education-human-development/counseling-health-kinesiology/kinesiology-exercise-science-bs | US Dollar,Cost #1 | Optional Charges
Resource,ce-d0057726-bab2-475d-9222-c839527b311b,ceterms:LearningOpportunityProfile,Learning Opportunity,"English with Teacher Certification, Bachelor of Arts",Degree Program in English with Teacher Certification,Active,,15888,,English,"Jun 21, 2023 1:10 PM",Texas A&M University-San Antonio,Tri-Agency Workforce Initiative,128 weeks,"Career/Technical Education Teachers, Middle School (25-2023.00) | Elementary School Teachers, Except Special Education (25-2021.00)","Teacher Education, Multiple Levels (13.1206)",Blended Delivery,https://catalog.tamusa.edu/undergraduate/arts-sciences,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15888,https://credentialengineregistry.org/resources/ce-d0057726-bab2-475d-9222-c839527b311b,950 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/arts-sciences | US Dollar,Cost #1 | Tuition | 36374
Addendum,ce-d0057726-bab2-475d-9222-c839527b311b,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/arts-sciences | US Dollar,Cost #1 | Learning Resource | 1200
Addendum,ce-d0057726-bab2-475d-9222-c839527b311b,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/arts-sciences | US Dollar,Cost #1 | Optional Charges
Resource,ce-3c466a8c-846f-47f0-9472-61ce0f8ceb07,ceterms:LearningOpportunityProfile,Learning Opportunity,Teacher Certification - Core Subjects Grades 4-8,Teacher Certification Program,Active,,15876,,English,"Jun 21, 2023 1:07 PM",Texas A&M University-San Antonio,Tri-Agency Workforce Initiative,128 weeks,"Middle School Teachers, Except Special and Career/Technical Education (25-2022.00)","Teacher Education, Multiple Levels (13.1206)",Blended Delivery,https://catalog.tamusa.edu/undergraduate/education-human-development,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15876,https://credentialengineregistry.org/resources/ce-3c466a8c-846f-47f0-9472-61ce0f8ceb07,950 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/education-human-development | US Dollar,Cost #1 | Tuition | 36374
Addendum,ce-3c466a8c-846f-47f0-9472-61ce0f8ceb07,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/education-human-development | US Dollar,Cost #1 | Learning Resource | 1200
Addendum,ce-3c466a8c-846f-47f0-9472-61ce0f8ceb07,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/education-human-development | US Dollar,Cost #1 | Optional Charges
Resource,ce-cc3d2979-5064-408a-9358-d502f236762d,ceterms:LearningOpportunityProfile,Learning Opportunity,Lean Six Sigma Green Belt,Project Management Training,Active,,15161,,English,"Jun 12, 2023 6:42 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,5 weeks,Project Management Specialists (13-1082.00),Truck and Bus Driver/Commercial Vehicle Operator and Instructor (49.0205),Blended Delivery,https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-green-belt,,,Combination of Education and Course(s),https://credentialfinder.org/LearningOpportunity/15161,https://credentialengineregistry.org/resources/ce-cc3d2979-5064-408a-9358-d502f236762d,177 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-green-belt | US Dollar,Cost #1 | Tuition | 1695
Addendum,ce-cc3d2979-5064-408a-9358-d502f236762d,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-green-belt | US Dollar,Cost #1 | Learning Resource
Addendum,ce-cc3d2979-5064-408a-9358-d502f236762d,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-green-belt | US Dollar,Cost #1 | Optional Charges
Resource,ce-f6a13893-0ff1-4492-b65b-46dce4716ee7,ceterms:LearningOpportunityProfile,Learning Opportunity,AAPC Certified Risk Adjustment Coder,Health Information/Medical Records Technician Certification Program,Active,,15169,,English,"Jun 12, 2023 6:41 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,52 weeks,Medical Records and Health Information Technicians (29-2071.00),Health Information/Medical Records Technology/Technician (51.0707),Online Only,https://careertraining.ed2go.com/tamucc/training-programs/certified-risk-coder,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15169,https://credentialengineregistry.org/resources/ce-f6a13893-0ff1-4492-b65b-46dce4716ee7,160 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/certified-risk-coder | US Dollar,Cost #1 | Tuition | 1495
Addendum,ce-f6a13893-0ff1-4492-b65b-46dce4716ee7,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/certified-risk-coder | US Dollar,Cost #1 | Learning Resource
Addendum,ce-f6a13893-0ff1-4492-b65b-46dce4716ee7,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/certified-risk-coder | US Dollar,Cost #1 | Optional Charges | 150
Resource,ce-9b767fc6-b15d-4519-8dd5-d18e234b5102,ceterms:LearningOpportunityProfile,Learning Opportunity,Lean Six Sigma Yellow Belt,Project Management Certification Training,Active,,15184,,English,"Jun 12, 2023 6:40 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,26 weeks,Project Management Specialists (13-1082.00),Licensed Practical/Vocational Nurse Training (51.3901),Online Only,https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-yellow-green-belt,,,Combination of Education and Course(s),https://credentialfinder.org/LearningOpportunity/15184,https://credentialengineregistry.org/resources/ce-9b767fc6-b15d-4519-8dd5-d18e234b5102,60 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-yellow-green-belt | US Dollar,Cost #1 | Tuition | 1895
Addendum,ce-9b767fc6-b15d-4519-8dd5-d18e234b5102,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-yellow-green-belt | US Dollar,Cost #1 | Learning Resource
Addendum,ce-9b767fc6-b15d-4519-8dd5-d18e234b5102,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-yellow-green-belt | US Dollar,Cost #1 | Optional Charges | 150
Resource,ce-5b099e7a-047c-44d9-918d-84606b10bf7d,ceterms:LearningOpportunityProfile,Learning Opportunity,Lean Six Sigma Black Belt,Project Management Certification Training,Active,,15178,,English,"Jun 12, 2023 6:40 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,26 weeks,Project Management Specialists (13-1082.00),Medical/Clinical Assistant (51.0801),Online Only,https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-black-belt,,,Combination of Education and Course(s),https://credentialfinder.org/LearningOpportunity/15178,https://credentialengineregistry.org/resources/ce-5b099e7a-047c-44d9-918d-84606b10bf7d,75 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-black-belt | US Dollar,Cost #1 | Tuition | 1895
Addendum,ce-5b099e7a-047c-44d9-918d-84606b10bf7d,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-black-belt | US Dollar,Cost #1 | Learning Resource
Addendum,ce-5b099e7a-047c-44d9-918d-84606b10bf7d,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/lean-six-sigma-black-belt | US Dollar,Cost #1 | Optional Charges | 150
Resource,ce-4de9d4f3-87b8-4160-9bca-a1b036c0f0cd,ceterms:LearningOpportunityProfile,Learning Opportunity,CompTIA/IT Fundamentals FC0-U61,Computer Systems Networking Certification Program,Active,,15177,,English,"Jun 12, 2023 6:40 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,26 weeks,Project Management Specialists (13-1082.00),"System, Networking, and LAN/WAN Management/Manager (11.1002)",Online Only,https://careertraining.ed2go.com/tamucc/training-programs/comptia-it-fundamentals,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15177,https://credentialengineregistry.org/resources/ce-4de9d4f3-87b8-4160-9bca-a1b036c0f0cd,100 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/comptia-it-fundamentals | US Dollar,Cost #1 | Tuition | 895
Addendum,ce-4de9d4f3-87b8-4160-9bca-a1b036c0f0cd,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/comptia-it-fundamentals | US Dollar,Cost #1 | Learning Resource
Addendum,ce-4de9d4f3-87b8-4160-9bca-a1b036c0f0cd,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/comptia-it-fundamentals | US Dollar,Cost #1 | Optional Charges | 75
Resource,ce-5ec11507-f2d6-4fed-92ce-5a7692c8a783,ceterms:LearningOpportunityProfile,Learning Opportunity,CompTIA Network+ N10-006 certification,Computer Systems Networking Certification Program,Active,,15179,,English,"Jun 12, 2023 6:40 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,39 weeks,Information Security Analysts (15-1122.00),"System, Networking, and LAN/WAN Management/Manager (11.1002)",Online Only,https://careertraining.ed2go.com/tamucc/training-programs/network-plus-certification-with-exam,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15179,https://credentialengineregistry.org/resources/ce-5ec11507-f2d6-4fed-92ce-5a7692c8a783,110 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/network-plus-certification-with-exam | US Dollar,Cost #1 | Tuition | 1895
Addendum,ce-5ec11507-f2d6-4fed-92ce-5a7692c8a783,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/network-plus-certification-with-exam | US Dollar,Cost #1 | Learning Resource
Addendum,ce-5ec11507-f2d6-4fed-92ce-5a7692c8a783,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/network-plus-certification-with-exam | US Dollar,Cost #1 | Optional Charges | 150
Resource,ce-1c1de363-eaaa-4bb4-880d-b9f2cd0d82f1,ceterms:LearningOpportunityProfile,Learning Opportunity,Entrepreneurship and Small Business (ESB),Business Administration and Management Certificate Program with Entrepreneurship concentration,Active,,15191,,English,"Jun 12, 2023 6:39 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,78 weeks,General and Operations Managers (11-1021.00),"Business Administration and Management, General (52.0201)",Online Only,https://careertraining.ed2go.com/tamucc/training-programs,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15191,https://credentialengineregistry.org/resources/ce-1c1de363-eaaa-4bb4-880d-b9f2cd0d82f1,200 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Tuition | 2795
Addendum,ce-1c1de363-eaaa-4bb4-880d-b9f2cd0d82f1,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Learning Resource
Addendum,ce-1c1de363-eaaa-4bb4-880d-b9f2cd0d82f1,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Optional Charges | 200
Resource,ce-ede0ba5b-26f9-4b0c-b0fb-26dd7a289270,ceterms:LearningOpportunityProfile,Learning Opportunity,Certified Information System Manager (CISM),Computer and Information Systems Security/Information Assurance CISM Certification Program,Active,,15212,,English,"Jun 12, 2023 6:39 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,26 weeks,Computer and Information Systems Managers (11-3021.00),Project Management (52.0211),Blended Delivery,https://careertraining.ed2go.com/tamucc/training-programs/online-cism-training,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15212,https://credentialengineregistry.org/resources/ce-ede0ba5b-26f9-4b0c-b0fb-26dd7a289270,75 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/online-cism-training | US Dollar,Cost #1 | Tuition | 1395
Addendum,ce-ede0ba5b-26f9-4b0c-b0fb-26dd7a289270,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/online-cism-training | US Dollar,Cost #1 | Learning Resource
Addendum,ce-ede0ba5b-26f9-4b0c-b0fb-26dd7a289270,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/online-cism-training | US Dollar,Cost #1 | Optional Charges | 75
Resource,ce-5c06609b-0d7d-4e94-b016-adbb2bae4733,ceterms:LearningOpportunityProfile,Learning Opportunity,HCR Professional in Human Resources,Business Administration and Management Certificate Program with Human Resources concentration,Active,,15204,,English,"Jun 12, 2023 6:38 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,26 weeks,General and Operations Managers (11-1021.00),"Business Administration and Management, General (52.0201)",Online Only,https://careertraining.ed2go.com/tamucc/training-programs/human-resources-professional-payroll-practice-management,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15204,https://credentialengineregistry.org/resources/ce-5c06609b-0d7d-4e94-b016-adbb2bae4733,220 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/human-resources-professional-payroll-practice-management | US Dollar,Cost #1 | Tuition | 3145
Addendum,ce-5c06609b-0d7d-4e94-b016-adbb2bae4733,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/human-resources-professional-payroll-practice-management | US Dollar,Cost #1 | Learning Resource
Addendum,ce-5c06609b-0d7d-4e94-b016-adbb2bae4733,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/human-resources-professional-payroll-practice-management | US Dollar,Cost #1 | Optional Charges | 250
Resource,ce-ebef49b8-802c-4c25-80ad-4d4bfef860a7,ceterms:LearningOpportunityProfile,Learning Opportunity,Systems Security Certified Practitioner (SSCP),"System, Networking, and LAN/WAN Manager Certification Program",Active,,15211,,English,"Jun 12, 2023 6:37 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,52 weeks,Network and Computer Systems Administrators (15-1244.00),Medical/Clinical Assistant (51.0801),Blended Delivery,https://careertraining.ed2go.com/tamucc/training-programs,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15211,https://credentialengineregistry.org/resources/ce-ebef49b8-802c-4c25-80ad-4d4bfef860a7,80 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Tuition | 1595
Addendum,ce-ebef49b8-802c-4c25-80ad-4d4bfef860a7,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Learning Resource
Addendum,ce-ebef49b8-802c-4c25-80ad-4d4bfef860a7,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Optional Charges | 150
Resource,ce-e0e34b9f-3587-4672-bf70-01dd254d8e31,ceterms:LearningOpportunityProfile,Learning Opportunity,Certified  Supply Chain Professional (CSCP),"Logistics, Materials, and Supply Chain Management Certification Program",Active,,15210,,English,"Jun 12, 2023 6:37 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,26 weeks,Logisticians (13-1081.00) | Logistics Analysts (13-1081.02) | Logistics Engineers (13-1081.01),Pharmacy Technician/Assistant (51.0805),In-Person,https://careertraining.ed2go.com/tamucc/training-programs,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15210,https://credentialengineregistry.org/resources/ce-e0e34b9f-3587-4672-bf70-01dd254d8e31,300 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Tuition | 3795
Addendum,ce-e0e34b9f-3587-4672-bf70-01dd254d8e31,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Learning Resource
Addendum,ce-e0e34b9f-3587-4672-bf70-01dd254d8e31,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Optional Charges | 350
Resource,ce-97bf2e3f-631c-48e7-8306-2bf8d5edce91,ceterms:LearningOpportunityProfile,Learning Opportunity,Certified Medical Administrative Assistant (CMAA),Medical Office Assistant Certification Program,Active,,15213,,English,"Jun 12, 2023 6:36 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,26 weeks,Medical Secretaries (43-6013.00),Medical Office Assistant/Specialist (51.0710),In-Person,https://careertraining.ed2go.com/tamucc/training-programs/certified-medical-administrative-assistant,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15213,https://credentialengineregistry.org/resources/ce-97bf2e3f-631c-48e7-8306-2bf8d5edce91,160 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/certified-medical-administrative-assistant | US Dollar,Cost #1 | Tuition | 1895
Addendum,ce-97bf2e3f-631c-48e7-8306-2bf8d5edce91,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/certified-medical-administrative-assistant | US Dollar,Cost #1 | Learning Resource
Addendum,ce-97bf2e3f-631c-48e7-8306-2bf8d5edce91,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs/certified-medical-administrative-assistant | US Dollar,Cost #1 | Optional Charges | 150
Resource,ce-cda9bf22-f441-47ee-90a8-5b3680213b7f,ceterms:LearningOpportunityProfile,Learning Opportunity,Electronic Health Record Specialist Certification,Medical Insurance Coding Certification Program,Active,,15217,,English,"Jun 12, 2023 6:36 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,52 weeks,Medical Records and Health Information Technicians (29-2071.00),"Web Page, Digital/Multimedia and Information Resources Design (11.0801)",In-Person,https://careertraining.ed2go.com/tamucc/training-programs,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15217,https://credentialengineregistry.org/resources/ce-cda9bf22-f441-47ee-90a8-5b3680213b7f,100 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Tuition | 1895
Addendum,ce-cda9bf22-f441-47ee-90a8-5b3680213b7f,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Learning Resource
Addendum,ce-cda9bf22-f441-47ee-90a8-5b3680213b7f,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Optional Charges | 150
Resource,ce-c7a9b98a-0fce-41eb-86ca-22c858e30d49,ceterms:LearningOpportunityProfile,Learning Opportunity,"Project Management Professional - CAPM, PMP",Project Management Professional - CAPM and PMP Preparation Course,Active,,15224,,English,"Jun 12, 2023 6:35 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,52 weeks,Project Management Specialists (13-1082.00),Project Management (52.0211),Online Only,https://careertraining.ed2go.com/tamucc/training-programs,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15224,https://credentialengineregistry.org/resources/ce-c7a9b98a-0fce-41eb-86ca-22c858e30d49,250 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamucc/training-programs | US Dollar,Cost #1 | Tuition | 1995
