Row Type,CTID,CTDL Type,CTDL Type Label,Name,Description,Finder ID,Last Updated,Owned By/Offered By,Start Date,End Date,Acting Agent - Name,Acting Agent - URL,Instrument - Name,Instrument - URL,Evidence of Action,Object (Action Recipient) - Name,Object (Action Recipient) - URL,Object (Action Recipient) - Description,Object (Action Recipient) - Provider - Name,Object (Action Recipient) - Provider - URL,Finder Detail Page,Registry URI
Resource,ce-349b9fdc-68c1-4bd6-ad24-cc27e0eda93e,CredentialingAction,Accredit Action,Certification for Intermediate Accounting I Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",3704,"Aug 16, 2024 3:13 PM",Quality Matters,2022-02-11,2027-02-11,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Intermediate Accounting I,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/3704,https://credentialengineregistry.org/resources/ce-349b9fdc-68c1-4bd6-ad24-cc27e0eda93e
Resource,ce-b3e506bb-b8e1-43da-abab-5aaf3b1380be,CredentialingAction,Accredit Action,Certification for Principles of Transportation Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",5447,"Aug 16, 2024 3:03 PM",Quality Matters,2021-05-30,2026-05-30,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Principles of Transportation,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/5447,https://credentialengineregistry.org/resources/ce-b3e506bb-b8e1-43da-abab-5aaf3b1380be
Resource,ce-eb648d2f-749e-408d-95fa-d1e392842f6f,CredentialingAction,Accredit Action,Certification for Communication for Public Administration Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",538,"Aug 16, 2024 10:25 PM",Quality Matters,2020-01-08,2025-01-08,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Communication for Public Administration,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/538,https://credentialengineregistry.org/resources/ce-eb648d2f-749e-408d-95fa-d1e392842f6f
Resource,ce-f5b22fe5-37e6-4243-b84f-f3c266555233,CredentialingAction,Accredit Action,Certification for Global Environments of Business Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",4015,"Aug 16, 2024 10:12 PM",Quality Matters,2019-10-16,2024-10-16,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Global Environments of Business,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/4015,https://credentialengineregistry.org/resources/ce-f5b22fe5-37e6-4243-b84f-f3c266555233
Resource,ce-985d2f7a-4df0-4afb-becb-3a0dcfcdb06a,CredentialingAction,Accredit Action,Certification for Leadership and Decision Making Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",367,"Aug 16, 2024 10:11 PM",Quality Matters,2019-09-19,2024-09-19,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Leadership and Decision Making,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/367,https://credentialengineregistry.org/resources/ce-985d2f7a-4df0-4afb-becb-3a0dcfcdb06a
Resource,ce-6088f12e-e5da-4324-b083-571e4d01d60f,CredentialingAction,Accredit Action,Certification for Advanced Theories for Learning Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",3107,"Aug 16, 2024 10:07 PM",Quality Matters,2019-08-25,2024-08-25,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Advanced Theories for Learning,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/3107,https://credentialengineregistry.org/resources/ce-6088f12e-e5da-4324-b083-571e4d01d60f
Resource,ce-aef4bb2b-4e20-4662-9a83-79101d7212f0,CredentialingAction,Accredit Action,Certification for Introduction to Financial Accounting Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1306,"Aug 16, 2024 6:11 PM",Quality Matters,2021-10-27,2026-10-27,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Introduction to Financial Accounting,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/1306,https://credentialengineregistry.org/resources/ce-aef4bb2b-4e20-4662-9a83-79101d7212f0
Resource,ce-d9a93e77-43fc-4367-8427-9498260d0543,CredentialingAction,Accredit Action,Certification for Elementary Italian I & II Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",5140,"Aug 16, 2024 6:05 PM",Quality Matters,2022-07-19,2027-07-19,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Elementary Italian I & II,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/5140,https://credentialengineregistry.org/resources/ce-d9a93e77-43fc-4367-8427-9498260d0543
Resource,ce-91c75e0b-b0e8-4c3a-9dba-ae621d2699b5,CredentialingAction,Accredit Action,Certification for Introduction to Public Health Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",3534,"Aug 16, 2024 6:04 PM",Quality Matters,2021-06-02,2026-06-02,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Introduction to Public Health,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/3534,https://credentialengineregistry.org/resources/ce-91c75e0b-b0e8-4c3a-9dba-ae621d2699b5
Resource,ce-aeec78d8-5164-4e2e-8b53-fe131109e898,CredentialingAction,Accredit Action,Certification for Public School Business Affairs Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",3559,"Aug 16, 2024 6:03 PM",Quality Matters,2022-02-01,2027-02-01,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Public School Business Affairs,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/3559,https://credentialengineregistry.org/resources/ce-aeec78d8-5164-4e2e-8b53-fe131109e898
Resource,ce-26bcb5c5-9ec8-4937-998a-15d138267499,CredentialingAction,Accredit Action,Certification for Ethics in Criminal Justice Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",3482,"Aug 16, 2024 5:52 PM",Quality Matters,2021-05-03,2026-05-03,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Ethics in Criminal Justice,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/3482,https://credentialengineregistry.org/resources/ce-26bcb5c5-9ec8-4937-998a-15d138267499
Resource,ce-6af0b18d-0fbd-4619-a730-d39ffb1bab98,CredentialingAction,Accredit Action,Certification for Offenders with Mental Illness Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",5632,"Aug 16, 2024 5:51 PM",Quality Matters,2023-06-27,2028-06-27,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Offenders with Mental Illness,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/5632,https://credentialengineregistry.org/resources/ce-6af0b18d-0fbd-4619-a730-d39ffb1bab98
Resource,ce-b832d9e0-ee86-43ca-9971-0c3587e37d5c,CredentialingAction,Accredit Action,Certification for Critical Issues in Education Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",2549,"Aug 16, 2024 5:50 PM",Quality Matters,2023-06-28,2028-06-28,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Critical Issues in Education,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/2549,https://credentialengineregistry.org/resources/ce-b832d9e0-ee86-43ca-9971-0c3587e37d5c
Resource,ce-b4f75964-ae39-43b0-90a0-6ac58764392a,CredentialingAction,Accredit Action,Certification for Biostats for Public Health Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",4197,"Aug 16, 2024 5:44 PM",Quality Matters,2021-03-24,2026-03-24,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Biostats for Public Health,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/4197,https://credentialengineregistry.org/resources/ce-b4f75964-ae39-43b0-90a0-6ac58764392a
Resource,ce-056be4cf-24f7-4431-bb11-251d7c7987dc,CredentialingAction,Accredit Action,Certification for Survey of Earth Science Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",2491,"Aug 16, 2024 5:43 PM",Quality Matters,2023-06-11,2028-06-11,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Survey of Earth Science,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/2491,https://credentialengineregistry.org/resources/ce-056be4cf-24f7-4431-bb11-251d7c7987dc
Resource,ce-c947b800-6b8d-4cfc-9f62-eecd49e5011c,CredentialingAction,Accredit Action,Certification for Survey of Mild Disabilities  Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1052,"Aug 16, 2024 5:43 PM",Quality Matters,2021-03-12,2026-03-12,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Survey of Mild Disabilities,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/1052,https://credentialengineregistry.org/resources/ce-c947b800-6b8d-4cfc-9f62-eecd49e5011c
Resource,ce-254dbd60-9e8e-4f6f-9788-b3878872bc80,CredentialingAction,Accredit Action,Certification for THEORETICAL MODELS & PROC RDG Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",2949,"Aug 16, 2024 4:30 PM",Quality Matters,2024-03-21,2029-03-21,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,THEORETICAL MODELS & PROC RDG,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/2949,https://credentialengineregistry.org/resources/ce-254dbd60-9e8e-4f6f-9788-b3878872bc80
Resource,ce-511d1a5f-8e4e-4239-9832-96ab7b958a70,CredentialingAction,Accredit Action,Certification for Fundamentals of Addictions Counseling Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",2196,"Aug 16, 2024 4:12 PM",Quality Matters,2022-11-02,2027-11-02,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Fundamentals of Addictions Counseling,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/2196,https://credentialengineregistry.org/resources/ce-511d1a5f-8e4e-4239-9832-96ab7b958a70
Resource,ce-a4becfc7-74fb-4f95-8f89-a9c68e4fe9e6,CredentialingAction,Accredit Action,Certification for Production and Operations Management Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1445,"Aug 16, 2024 4:06 PM",Quality Matters,2022-01-07,2027-01-07,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Production and Operations Management,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/1445,https://credentialengineregistry.org/resources/ce-a4becfc7-74fb-4f95-8f89-a9c68e4fe9e6
Resource,ce-19a9eb7e-f78a-4c9b-9245-cee5827abf34,CredentialingAction,Accredit Action,"Certification for Social, Cultural, & Family Issues Course at Texas A & M International University","This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",3628,"Aug 16, 2024 4:04 PM",Quality Matters,2021-10-12,2026-10-12,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,"Social, Cultural, & Family Issues",,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/3628,https://credentialengineregistry.org/resources/ce-19a9eb7e-f78a-4c9b-9245-cee5827abf34
Resource,ce-b763036f-cab7-4d0b-b239-a706fc156e72,CredentialingAction,Accredit Action,Certification for Principles of Astronomy Lab Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1405,"Aug 16, 2024 4:01 PM",Quality Matters,2021-09-16,2026-09-16,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Principles of Astronomy Lab,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/1405,https://credentialengineregistry.org/resources/ce-b763036f-cab7-4d0b-b239-a706fc156e72
Resource,ce-7ce0c45b-d6a5-4b02-a689-101bcb74c777,CredentialingAction,Accredit Action,Certification for Project Design and Management Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",2075,"Aug 16, 2024 3:58 PM",Quality Matters,2022-09-09,2027-09-09,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Project Design and Management,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/2075,https://credentialengineregistry.org/resources/ce-7ce0c45b-d6a5-4b02-a689-101bcb74c777
Resource,ce-fb3327df-ff3e-4871-a302-910e9c195959,CredentialingAction,Accredit Action,Certification for Intro to Criminal Justice Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",2048,"Aug 16, 2024 3:51 PM",Quality Matters,2023-01-26,2028-01-26,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Intro to Criminal Justice,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/2048,https://credentialengineregistry.org/resources/ce-fb3327df-ff3e-4871-a302-910e9c195959
Resource,ce-af1b10b8-242a-4a8b-8880-7555ffdd926f,CredentialingAction,Accredit Action,Certification for NETWORKS AND DISTRIBUTED SYSTEMS Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",3574,"Aug 16, 2024 3:50 PM",Quality Matters,2021-07-15,2026-07-15,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,NETWORKS AND DISTRIBUTED SYSTEMS,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/3574,https://credentialengineregistry.org/resources/ce-af1b10b8-242a-4a8b-8880-7555ffdd926f
Resource,ce-09cb7bd3-5613-4aa7-bdbb-c1654378095f,CredentialingAction,Accredit Action,Certification for Law and Criminal Justice Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",5192,"Aug 16, 2024 3:47 PM",Quality Matters,2022-08-05,2027-08-05,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Law and Criminal Justice,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/5192,https://credentialengineregistry.org/resources/ce-09cb7bd3-5613-4aa7-bdbb-c1654378095f
Resource,ce-630e47cc-aca7-44a9-b822-378aa7f4c8d2,CredentialingAction,Accredit Action,Certification for Pathophysiology for Allied Health Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",5167,"Aug 16, 2024 3:47 PM",Quality Matters,2022-07-11,2027-07-11,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Pathophysiology for Allied Health,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/5167,https://credentialengineregistry.org/resources/ce-630e47cc-aca7-44a9-b822-378aa7f4c8d2
Resource,ce-caf53f21-7e64-4411-97ed-a7e8f9c4cdb9,CredentialingAction,Accredit Action,Certification for Technology and Digital Literacy Course at Texas A & M University-Texarkana,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",332,"Aug 16, 2024 3:34 PM",Quality Matters,2019-07-29,2024-07-29,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Technology and Digital Literacy,,,Texas A and M University-Texarkana,https://credentialfinder.org/organization/8677/Texas_A_and_M_University-Texarkana,https://credentialfinder.org/CredentialingAction/332,https://credentialengineregistry.org/resources/ce-caf53f21-7e64-4411-97ed-a7e8f9c4cdb9
